ID=2, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=1, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=1
ID=71, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=30, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=7
ID=73, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=32, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=10
ID=78, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=37, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=14
ID=84, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=3, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=19
ID=86, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=5, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=11
ID=89, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=8, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=6
ID=91, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=10, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=18
ID=93, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=12, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=13
ID=95, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=14, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=7
ID=97, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=16, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=12
ID=99, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=18, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=17
ID=104, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=23, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=4
ID=106, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=25, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=3
ID=110, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=29, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=7
ID=111, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=30, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=15
ID=113, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=32, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=6
ID=117, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=36, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=13
ID=120, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=39, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=8
ID=122, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=1, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=1
ID=125, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=4, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=15
ID=131, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=10, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=3
ID=136, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=15, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=20
ID=138, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=17, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=7
ID=147, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=26, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=18
ID=155, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=34, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=6
ID=157, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=36, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=19
ID=159, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=38, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=17
ID=161, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=0, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=13
ID=163, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=2, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=4
ID=165, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=4, Loja=Loja C, PosicaoEsteiraLoja=12, ClienteID=17
ID=167, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=6, Loja=Loja C, PosicaoEsteiraLoja=13, ClienteID=17
ID=169, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=8, Loja=Loja C, PosicaoEsteiraLoja=14, ClienteID=13
ID=2, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=1, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=7
ID=4, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=4, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=20
ID=7, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=6, Loja=Loja C, PosicaoEsteiraLoja=2, ClienteID=8
ID=9, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=8, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=17
ID=12, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=11, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=9
ID=15, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=14, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=13
ID=17, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=16, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=10
ID=24, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=23, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=19
ID=26, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=25, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=1
ID=29, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=28, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=17
ID=31, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=30, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=8
ID=33, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=32, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=15
ID=35, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=34, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=2
ID=37, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=36, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=14
ID=39, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=38, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=7
ID=49, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=8, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=16
ID=53, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=12, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=17
ID=61, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=20, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=18
ID=63, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=22, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=9
ID=65, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=24, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=13
ID=67, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=26, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=14
ID=69, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=28, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=20
ID=71, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=30, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=16
ID=74, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=33, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=8
ID=77, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=36, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=12
ID=79, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=38, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=6
ID=81, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=0, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=4
ID=88, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=7, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=16
ID=90, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=9, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=19
ID=92, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=11, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=9
ID=94, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=13, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=7
ID=100, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=19, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=17
ID=102, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=21, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=2
ID=104, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=23, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=10
ID=112, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=31, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=16
ID=114, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=33, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=9
ID=116, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=35, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=6
ID=118, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=37, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=15
ID=122, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=1, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=10
ID=126, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=5, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=16
ID=129, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=8, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=20
ID=131, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=10, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=6
ID=136, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=15, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=5
ID=138, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=17, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=19
ID=141, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=20, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=11
ID=143, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=22, Loja=Loja C, PosicaoEsteiraLoja=5, ClienteID=7
ID=145, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=24, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=1
ID=155, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=34, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=5
ID=157, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=36, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=8
ID=159, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=38, Loja=Loja C, PosicaoEsteiraLoja=9, ClienteID=6
ID=161, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=0, Loja=Loja C, PosicaoEsteiraLoja=10, ClienteID=11
ID=163, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=2, Loja=Loja C, PosicaoEsteiraLoja=11, ClienteID=20
ID=165, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=4, Loja=Loja C, PosicaoEsteiraLoja=12, ClienteID=5
ID=167, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=6, Loja=Loja C, PosicaoEsteiraLoja=13, ClienteID=5
ID=3, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=1, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=4
ID=5, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=3, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=20
ID=9, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=8, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=6
ID=11, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=10, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=18
ID=15, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=14, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=8
ID=17, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=16, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=10
ID=19, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=18, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=19
ID=23, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=22, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=11
ID=26, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=25, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=2
ID=29, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=28, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=5
ID=33, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=32, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=4
ID=35, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=34, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=17
ID=39, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=38, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=1
ID=41, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=0, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=8
ID=43, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=2, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=10
ID=47, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=6, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=12
ID=50, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=9, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=11
ID=53, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=12, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=6
ID=55, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=14, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=7
ID=61, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=20, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=16
ID=62, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=21, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=12
ID=65, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=24, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=8
ID=67, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=26, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=11
ID=70, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=29, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=3
ID=72, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=31, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=10
ID=76, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=35, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=19
ID=77, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=38, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=12
ID=82, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=1, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=2
ID=85, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=4, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=10
ID=92, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=11, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=14
ID=100, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=19, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=19
ID=103, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=22, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=18
ID=109, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=28, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=16
ID=111, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=30, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=9
ID=114, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=33, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=5
ID=116, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=35, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=19
ID=121, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=0, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=3
ID=123, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=2, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=20
ID=126, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=5, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=8
ID=137, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=16, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=4
ID=139, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=18, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=2
ID=148, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=27, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=1
ID=151, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=30, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=3
ID=153, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=32, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=5
ID=156, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=35, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=8
ID=158, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=37, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=14
ID=159, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=38, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=20
ID=161, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=0, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=10
ID=162, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=2, Loja=Loja C, PosicaoEsteiraLoja=8, ClienteID=14
ID=165, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=4, Loja=Loja C, PosicaoEsteiraLoja=9, ClienteID=1
ID=167, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=6, Loja=Loja C, PosicaoEsteiraLoja=10, ClienteID=5
ID=169, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=8, Loja=Loja C, PosicaoEsteiraLoja=11, ClienteID=4
ID=171, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=10, Loja=Loja C, PosicaoEsteiraLoja=12, ClienteID=1
ID=173, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=12, Loja=Loja C, PosicaoEsteiraLoja=13, ClienteID=1
ID=2, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=1, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=3
ID=4, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=3, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=20
ID=3, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=2, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=1
ID=4, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=3, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=18
ID=8, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=7, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=4
ID=2, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=1, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=2
ID=5, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=4, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=17
ID=8, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=7, Loja=Loja C, PosicaoEsteiraLoja=2, ClienteID=6
ID=3, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=2, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=1
ID=4, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=3, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=19
ID=8, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=7, Loja=Loja C, PosicaoEsteiraLoja=2, ClienteID=3
ID=10, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=9, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=17
ID=13, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=12, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=5
ID=15, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=14, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=15
ID=17, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=16, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=8
ID=19, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=18, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=20
ID=21, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=20, Loja=Loja C, PosicaoEsteiraLoja=8, ClienteID=9
