ID=1, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=0, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=3
ID=19, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=18, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=4
ID=22, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=21, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=12
ID=28, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=27, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=6
ID=32, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=31, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=3
ID=34, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=33, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=5
ID=36, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=35, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=12
ID=38, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=37, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=11
ID=42, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=1, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=19
ID=44, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=3, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=9
ID=46, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=5, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=1
ID=48, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=7, Loja=Loja A, PosicaoEsteiraLoja=14, ClienteID=10
ID=51, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=10, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=2
ID=54, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=13, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=11
ID=56, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=15, Loja=Loja A, PosicaoEsteiraLoja=17, ClienteID=19
ID=58, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=17, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=1
ID=60, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=19, Loja=Loja A, PosicaoEsteiraLoja=19, ClienteID=12
ID=64, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=23, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=17
ID=66, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=25, Loja=Loja A, PosicaoEsteiraLoja=1, ClienteID=3
ID=68, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=27, Loja=Loja A, PosicaoEsteiraLoja=2, ClienteID=1
ID=70, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=29, Loja=Loja A, PosicaoEsteiraLoja=3, ClienteID=17
ID=73, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=32, Loja=Loja A, PosicaoEsteiraLoja=4, ClienteID=20
ID=76, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=35, Loja=Loja A, PosicaoEsteiraLoja=5, ClienteID=3
ID=83, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=2, Loja=Loja A, PosicaoEsteiraLoja=6, ClienteID=14
ID=85, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=4, Loja=Loja A, PosicaoEsteiraLoja=7, ClienteID=13
ID=87, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=6, Loja=Loja A, PosicaoEsteiraLoja=8, ClienteID=8
ID=96, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=15, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=6
ID=98, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=17, Loja=Loja A, PosicaoEsteiraLoja=10, ClienteID=8
ID=105, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=24, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=1
ID=107, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=26, Loja=Loja A, PosicaoEsteiraLoja=12, ClienteID=14
ID=109, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=28, Loja=Loja A, PosicaoEsteiraLoja=13, ClienteID=13
ID=110, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=30, Loja=Loja A, PosicaoEsteiraLoja=14, ClienteID=9
ID=120, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=39, Loja=Loja A, PosicaoEsteiraLoja=15, ClienteID=15
ID=121, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=0, Loja=Loja A, PosicaoEsteiraLoja=16, ClienteID=16
ID=123, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=2, Loja=Loja A, PosicaoEsteiraLoja=17, ClienteID=6
ID=125, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=4, Loja=Loja A, PosicaoEsteiraLoja=18, ClienteID=15
ID=127, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=6, Loja=Loja A, PosicaoEsteiraLoja=19, ClienteID=9
ID=130, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=9, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=16
ID=132, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=11, Loja=Loja A, PosicaoEsteiraLoja=1, ClienteID=11
ID=134, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=13, Loja=Loja A, PosicaoEsteiraLoja=2, ClienteID=20
ID=137, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=16, Loja=Loja A, PosicaoEsteiraLoja=3, ClienteID=11
ID=142, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=21, Loja=Loja A, PosicaoEsteiraLoja=4, ClienteID=20
ID=147, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=26, Loja=Loja A, PosicaoEsteiraLoja=5, ClienteID=11
ID=149, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=28, Loja=Loja A, PosicaoEsteiraLoja=6, ClienteID=5
ID=1, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=0, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=1
ID=7, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=5, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=7
ID=8, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=6, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=3
ID=10, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=9, Loja=Loja A, PosicaoEsteiraLoja=3, ClienteID=5
ID=12, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=11, Loja=Loja A, PosicaoEsteiraLoja=4, ClienteID=20
ID=16, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=15, Loja=Loja A, PosicaoEsteiraLoja=5, ClienteID=3
ID=21, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=20, Loja=Loja A, PosicaoEsteiraLoja=6, ClienteID=20
ID=24, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=23, Loja=Loja A, PosicaoEsteiraLoja=7, ClienteID=10
ID=28, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=27, Loja=Loja A, PosicaoEsteiraLoja=8, ClienteID=7
ID=31, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=30, Loja=Loja A, PosicaoEsteiraLoja=9, ClienteID=3
ID=32, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=31, Loja=Loja A, PosicaoEsteiraLoja=10, ClienteID=15
ID=34, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=33, Loja=Loja A, PosicaoEsteiraLoja=11, ClienteID=13
ID=36, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=35, Loja=Loja A, PosicaoEsteiraLoja=12, ClienteID=18
ID=45, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=4, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=5
ID=49, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=8, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=15
ID=51, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=10, Loja=Loja A, PosicaoEsteiraLoja=15, ClienteID=10
ID=52, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=11, Loja=Loja A, PosicaoEsteiraLoja=16, ClienteID=16
ID=54, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=13, Loja=Loja A, PosicaoEsteiraLoja=17, ClienteID=13
ID=56, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=15, Loja=Loja A, PosicaoEsteiraLoja=18, ClienteID=15
ID=58, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=17, Loja=Loja A, PosicaoEsteiraLoja=19, ClienteID=13
ID=60, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=19, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=17
ID=63, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=22, Loja=Loja A, PosicaoEsteiraLoja=1, ClienteID=13
ID=68, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=27, Loja=Loja A, PosicaoEsteiraLoja=2, ClienteID=17
ID=69, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=28, Loja=Loja A, PosicaoEsteiraLoja=3, ClienteID=14
ID=73, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=32, Loja=Loja A, PosicaoEsteiraLoja=4, ClienteID=6
ID=75, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=34, Loja=Loja A, PosicaoEsteiraLoja=5, ClienteID=12
ID=78, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=37, Loja=Loja A, PosicaoEsteiraLoja=6, ClienteID=13
ID=80, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=39, Loja=Loja A, PosicaoEsteiraLoja=7, ClienteID=14
ID=84, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=3, Loja=Loja A, PosicaoEsteiraLoja=8, ClienteID=10
ID=87, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=6, Loja=Loja A, PosicaoEsteiraLoja=9, ClienteID=11
ID=89, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=8, Loja=Loja A, PosicaoEsteiraLoja=10, ClienteID=9
ID=91, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=10, Loja=Loja A, PosicaoEsteiraLoja=11, ClienteID=2
ID=94, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=13, Loja=Loja A, PosicaoEsteiraLoja=12, ClienteID=19
ID=96, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=15, Loja=Loja A, PosicaoEsteiraLoja=13, ClienteID=4
ID=98, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=17, Loja=Loja A, PosicaoEsteiraLoja=14, ClienteID=3
ID=102, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=21, Loja=Loja A, PosicaoEsteiraLoja=15, ClienteID=4
ID=104, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=23, Loja=Loja A, PosicaoEsteiraLoja=16, ClienteID=8
ID=106, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=25, Loja=Loja A, PosicaoEsteiraLoja=17, ClienteID=20
ID=108, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=27, Loja=Loja A, PosicaoEsteiraLoja=18, ClienteID=4
ID=1, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=0, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=1
ID=6, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=5, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=18
ID=8, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=7, Loja=Loja A, PosicaoEsteiraLoja=2, ClienteID=2
ID=1, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=0, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=2
ID=6, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=5, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=20
ID=1, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=0, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=4
ID=6, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=5, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=15
ID=7, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=6, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=7
ID=1, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=0, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=2
ID=5, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=4, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=16
ID=6, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=5, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=4
ID=11, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=10, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=7
ID=14, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=13, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=6
ID=20, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=19, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=19
ID=23, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=22, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=4
ID=25, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=24, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=16
ID=27, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=26, Loja=Loja A, PosicaoEsteiraLoja=8, ClienteID=20
ID=29, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=28, Loja=Loja A, PosicaoEsteiraLoja=9, ClienteID=4
ID=31, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=30, Loja=Loja A, PosicaoEsteiraLoja=10, ClienteID=2
ID=34, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=33, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=8
ID=41, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=0, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=3
ID=43, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=2, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=16
ID=46, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=5, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=18
ID=48, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=7, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=2
ID=51, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=10, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=4
ID=56, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=15, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=12
ID=58, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=17, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=8
ID=60, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=19, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=20
ID=64, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=23, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=17
ID=66, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=25, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=14
ID=71, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=29, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=5
ID=79, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=38, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=1
ID=88, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=6, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=20
ID=87, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=7, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=3
ID=90, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=9, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=10
ID=92, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=11, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=16
ID=96, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=13, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=4
ID=98, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=17, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=8
ID=105, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=24, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=3
ID=109, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=28, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=17
ID=111, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=30, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=7
ID=115, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=34, Loja=Loja A, PosicaoEsteiraLoja=13, ClienteID=18
ID=117, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=36, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=6
ID=119, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=38, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=10
ID=122, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=1, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=19
ID=124, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=3, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=3
ID=126, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=5, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=5
ID=129, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=8, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=11
ID=131, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=10, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=9
ID=135, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=14, Loja=Loja A, PosicaoEsteiraLoja=1, ClienteID=12
ID=137, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=16, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=19
ID=139, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=18, Loja=Loja A, PosicaoEsteiraLoja=3, ClienteID=8
ID=141, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=20, Loja=Loja A, PosicaoEsteiraLoja=4, ClienteID=19
ID=143, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=22, Loja=Loja A, PosicaoEsteiraLoja=5, ClienteID=11
ID=146, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=25, Loja=Loja A, PosicaoEsteiraLoja=6, ClienteID=7
ID=1, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=0, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=5
ID=5, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=4, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=20
ID=7, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=6, Loja=Loja A, PosicaoEsteiraLoja=2, ClienteID=14
ID=10, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=9, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=16
ID=14, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=13, Loja=Loja A, PosicaoEsteiraLoja=4, ClienteID=1
ID=20, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=19, Loja=Loja A, PosicaoEsteiraLoja=5, ClienteID=2
ID=22, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=21, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=5
ID=24, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=23, Loja=Loja A, PosicaoEsteiraLoja=7, ClienteID=18
ID=28, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=27, Loja=Loja A, PosicaoEsteiraLoja=8, ClienteID=15
ID=32, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=30, Loja=Loja A, PosicaoEsteiraLoja=9, ClienteID=3
ID=34, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=33, Loja=Loja A, PosicaoEsteiraLoja=10, ClienteID=1
ID=36, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=35, Loja=Loja A, PosicaoEsteiraLoja=11, ClienteID=15
ID=38, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=37, Loja=Loja A, PosicaoEsteiraLoja=12, ClienteID=2
ID=40, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=39, Loja=Loja A, PosicaoEsteiraLoja=13, ClienteID=1
ID=42, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=1, Loja=Loja A, PosicaoEsteiraLoja=14, ClienteID=18
ID=51, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=10, Loja=Loja A, PosicaoEsteiraLoja=15, ClienteID=5
ID=53, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=12, Loja=Loja A, PosicaoEsteiraLoja=16, ClienteID=11
ID=59, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=18, Loja=Loja A, PosicaoEsteiraLoja=17, ClienteID=2
ID=61, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=20, Loja=Loja A, PosicaoEsteiraLoja=18, ClienteID=10
ID=63, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=22, Loja=Loja A, PosicaoEsteiraLoja=19, ClienteID=7
