ID=3, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=2, Loja=Loja B, PosicaoEsteiraLoja=0
ID=44, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=3, Loja=Loja B, PosicaoEsteiraLoja=0
ID=48, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=7, Loja=Loja B, PosicaoEsteiraLoja=0
ID=50, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=9, Loja=Loja B, PosicaoEsteiraLoja=0
ID=59, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=18, Loja=Loja B, PosicaoEsteiraLoja=0
ID=61, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=20, Loja=Loja B, PosicaoEsteiraLoja=0
ID=64, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=23, Loja=Loja B, PosicaoEsteiraLoja=0
ID=66, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=25, Loja=Loja B, PosicaoEsteiraLoja=0
ID=68, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=27, Loja=Loja B, PosicaoEsteiraLoja=0
ID=70, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=29, Loja=Loja B, PosicaoEsteiraLoja=0
ID=75, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=34, Loja=Loja B, PosicaoEsteiraLoja=0
ID=83, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=2, Loja=Loja B, PosicaoEsteiraLoja=0
ID=86, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=5, Loja=Loja B, PosicaoEsteiraLoja=0
ID=88, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=7, Loja=Loja B, PosicaoEsteiraLoja=0
ID=89, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=9, Loja=Loja B, PosicaoEsteiraLoja=0
ID=99, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=18, Loja=Loja B, PosicaoEsteiraLoja=0
ID=102, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=21, Loja=Loja B, PosicaoEsteiraLoja=0
ID=110, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=29, Loja=Loja B, PosicaoEsteiraLoja=0
ID=115, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=34, Loja=Loja B, PosicaoEsteiraLoja=0
ID=119, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=38, Loja=Loja B, PosicaoEsteiraLoja=0
ID=123, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=2, Loja=Loja B, PosicaoEsteiraLoja=0
ID=125, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=4, Loja=Loja B, PosicaoEsteiraLoja=0
ID=128, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=7, Loja=Loja B, PosicaoEsteiraLoja=0
ID=130, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=9, Loja=Loja B, PosicaoEsteiraLoja=0
ID=136, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=15, Loja=Loja B, PosicaoEsteiraLoja=0
ID=137, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=16, Loja=Loja B, PosicaoEsteiraLoja=0
ID=140, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=19, Loja=Loja B, PosicaoEsteiraLoja=0
ID=144, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=23, Loja=Loja B, PosicaoEsteiraLoja=0
ID=148, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=27, Loja=Loja B, PosicaoEsteiraLoja=0
ID=149, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=28, Loja=Loja B, PosicaoEsteiraLoja=0
ID=151, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=30, Loja=Loja B, PosicaoEsteiraLoja=0
ID=157, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=36, Loja=Loja B, PosicaoEsteiraLoja=0
ID=158, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=37, Loja=Loja B, PosicaoEsteiraLoja=0
ID=160, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=39, Loja=Loja B, PosicaoEsteiraLoja=0
ID=162, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=1, Loja=Loja B, PosicaoEsteiraLoja=0
ID=164, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=3, Loja=Loja B, PosicaoEsteiraLoja=0
ID=167, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=6, Loja=Loja B, PosicaoEsteiraLoja=0
ID=169, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=8, Loja=Loja B, PosicaoEsteiraLoja=0
ID=176, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=15, Loja=Loja B, PosicaoEsteiraLoja=0
ID=178, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=17, Loja=Loja B, PosicaoEsteiraLoja=0
ID=180, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=19, Loja=Loja B, PosicaoEsteiraLoja=0
ID=182, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=21, Loja=Loja B, PosicaoEsteiraLoja=0
ID=184, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=23, Loja=Loja B, PosicaoEsteiraLoja=0
ID=186, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=25, Loja=Loja B, PosicaoEsteiraLoja=0
ID=187, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=26, Loja=Loja B, PosicaoEsteiraLoja=0
ID=189, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=28, Loja=Loja B, PosicaoEsteiraLoja=0
ID=3, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=2, Loja=Loja B, PosicaoEsteiraLoja=0
ID=4, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=3, Loja=Loja B, PosicaoEsteiraLoja=0
ID=9, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=8, Loja=Loja B, PosicaoEsteiraLoja=0
ID=12, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=11, Loja=Loja B, PosicaoEsteiraLoja=0
ID=16, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=15, Loja=Loja B, PosicaoEsteiraLoja=0
ID=18, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=17, Loja=Loja B, PosicaoEsteiraLoja=0
ID=22, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=21, Loja=Loja B, PosicaoEsteiraLoja=0
ID=24, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=23, Loja=Loja B, PosicaoEsteiraLoja=0
ID=26, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=25, Loja=Loja B, PosicaoEsteiraLoja=0
ID=35, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=34, Loja=Loja B, PosicaoEsteiraLoja=0
ID=38, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=37, Loja=Loja B, PosicaoEsteiraLoja=0
ID=40, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=39, Loja=Loja B, PosicaoEsteiraLoja=0
ID=43, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=1, Loja=Loja B, PosicaoEsteiraLoja=0
ID=45, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=4, Loja=Loja B, PosicaoEsteiraLoja=0
ID=47, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=6, Loja=Loja B, PosicaoEsteiraLoja=0
ID=49, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=8, Loja=Loja B, PosicaoEsteiraLoja=0
ID=51, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=10, Loja=Loja B, PosicaoEsteiraLoja=0
ID=53, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=12, Loja=Loja B, PosicaoEsteiraLoja=0
ID=55, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=14, Loja=Loja B, PosicaoEsteiraLoja=0
ID=57, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=16, Loja=Loja B, PosicaoEsteiraLoja=0
ID=60, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=19, Loja=Loja B, PosicaoEsteiraLoja=0
ID=63, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=22, Loja=Loja B, PosicaoEsteiraLoja=0
ID=65, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=24, Loja=Loja B, PosicaoEsteiraLoja=0
ID=70, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=29, Loja=Loja B, PosicaoEsteiraLoja=0
ID=72, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=31, Loja=Loja B, PosicaoEsteiraLoja=0
ID=74, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=33, Loja=Loja B, PosicaoEsteiraLoja=0
ID=76, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=35, Loja=Loja B, PosicaoEsteiraLoja=0
ID=79, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=38, Loja=Loja B, PosicaoEsteiraLoja=0
ID=81, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=0, Loja=Loja B, PosicaoEsteiraLoja=0
ID=83, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=2, Loja=Loja B, PosicaoEsteiraLoja=0
ID=88, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=7, Loja=Loja B, PosicaoEsteiraLoja=0
ID=90, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=9, Loja=Loja B, PosicaoEsteiraLoja=0
ID=92, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=11, Loja=Loja B, PosicaoEsteiraLoja=0
ID=101, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=20, Loja=Loja B, PosicaoEsteiraLoja=0
ID=102, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=21, Loja=Loja B, PosicaoEsteiraLoja=0
ID=105, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=24, Loja=Loja B, PosicaoEsteiraLoja=0
ID=108, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=27, Loja=Loja B, PosicaoEsteiraLoja=0
ID=115, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=34, Loja=Loja B, PosicaoEsteiraLoja=0
ID=118, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=37, Loja=Loja B, PosicaoEsteiraLoja=0
ID=123, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=2, Loja=Loja B, PosicaoEsteiraLoja=0
ID=127, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=6, Loja=Loja B, PosicaoEsteiraLoja=0
ID=130, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=8, Loja=Loja B, PosicaoEsteiraLoja=0
ID=133, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=12, Loja=Loja B, PosicaoEsteiraLoja=0
ID=135, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=14, Loja=Loja B, PosicaoEsteiraLoja=0
ID=139, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=18, Loja=Loja B, PosicaoEsteiraLoja=0
ID=141, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=20, Loja=Loja B, PosicaoEsteiraLoja=0
ID=143, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=22, Loja=Loja B, PosicaoEsteiraLoja=0
ID=145, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=24, Loja=Loja B, PosicaoEsteiraLoja=0
ID=149, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=28, Loja=Loja B, PosicaoEsteiraLoja=0
ID=151, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=30, Loja=Loja B, PosicaoEsteiraLoja=0
ID=153, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=32, Loja=Loja B, PosicaoEsteiraLoja=0
ID=171, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=10, Loja=Loja B, PosicaoEsteiraLoja=0
ID=173, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=12, Loja=Loja B, PosicaoEsteiraLoja=0
ID=175, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=14, Loja=Loja B, PosicaoEsteiraLoja=0
ID=177, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=16, Loja=Loja B, PosicaoEsteiraLoja=0
ID=179, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=18, Loja=Loja B, PosicaoEsteiraLoja=0
ID=181, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=20, Loja=Loja B, PosicaoEsteiraLoja=0
ID=183, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=22, Loja=Loja B, PosicaoEsteiraLoja=0
ID=185, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=24, Loja=Loja B, PosicaoEsteiraLoja=0
ID=187, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=26, Loja=Loja B, PosicaoEsteiraLoja=0
ID=189, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=28, Loja=Loja B, PosicaoEsteiraLoja=0
ID=191, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=30, Loja=Loja B, PosicaoEsteiraLoja=0
ID=193, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=32, Loja=Loja B, PosicaoEsteiraLoja=0
ID=202, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=1, Loja=Loja B, PosicaoEsteiraLoja=0
ID=210, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=9, Loja=Loja B, PosicaoEsteiraLoja=0
ID=3, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=2, Loja=Loja B, PosicaoEsteiraLoja=0
ID=5, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=3, Loja=Loja B, PosicaoEsteiraLoja=0
ID=8, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=7, Loja=Loja B, PosicaoEsteiraLoja=0
ID=10, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=9, Loja=Loja B, PosicaoEsteiraLoja=0
ID=14, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=13, Loja=Loja B, PosicaoEsteiraLoja=0
ID=16, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=15, Loja=Loja B, PosicaoEsteiraLoja=0
ID=18, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=17, Loja=Loja B, PosicaoEsteiraLoja=0
ID=20, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=19, Loja=Loja B, PosicaoEsteiraLoja=0
ID=21, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=20, Loja=Loja B, PosicaoEsteiraLoja=0
ID=23, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=22, Loja=Loja B, PosicaoEsteiraLoja=0
ID=25, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=24, Loja=Loja B, PosicaoEsteiraLoja=0
ID=27, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=26, Loja=Loja B, PosicaoEsteiraLoja=0
ID=30, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=29, Loja=Loja B, PosicaoEsteiraLoja=0
ID=40, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=39, Loja=Loja B, PosicaoEsteiraLoja=0
ID=41, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=0, Loja=Loja B, PosicaoEsteiraLoja=0
ID=43, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=2, Loja=Loja B, PosicaoEsteiraLoja=0
ID=45, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=4, Loja=Loja B, PosicaoEsteiraLoja=0
ID=47, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=6, Loja=Loja B, PosicaoEsteiraLoja=0
ID=50, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=9, Loja=Loja B, PosicaoEsteiraLoja=0
ID=52, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=11, Loja=Loja B, PosicaoEsteiraLoja=0
ID=55, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=14, Loja=Loja B, PosicaoEsteiraLoja=0
ID=57, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=16, Loja=Loja B, PosicaoEsteiraLoja=0
ID=59, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=18, Loja=Loja B, PosicaoEsteiraLoja=0
ID=62, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=21, Loja=Loja B, PosicaoEsteiraLoja=0
ID=72, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=31, Loja=Loja B, PosicaoEsteiraLoja=0
ID=75, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=34, Loja=Loja B, PosicaoEsteiraLoja=0
ID=78, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=37, Loja=Loja B, PosicaoEsteiraLoja=0
ID=80, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=39, Loja=Loja B, PosicaoEsteiraLoja=0
ID=82, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=1, Loja=Loja B, PosicaoEsteiraLoja=0
ID=84, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=3, Loja=Loja B, PosicaoEsteiraLoja=0
ID=86, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=5, Loja=Loja B, PosicaoEsteiraLoja=0
ID=89, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=8, Loja=Loja B, PosicaoEsteiraLoja=0
ID=91, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=10, Loja=Loja B, PosicaoEsteiraLoja=0
ID=93, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=12, Loja=Loja B, PosicaoEsteiraLoja=0
ID=95, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=14, Loja=Loja B, PosicaoEsteiraLoja=0
ID=97, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=16, Loja=Loja B, PosicaoEsteiraLoja=0
ID=99, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=18, Loja=Loja B, PosicaoEsteiraLoja=0
ID=101, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=20, Loja=Loja B, PosicaoEsteiraLoja=0
ID=103, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=22, Loja=Loja B, PosicaoEsteiraLoja=0
ID=106, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=25, Loja=Loja B, PosicaoEsteiraLoja=0
ID=108, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=27, Loja=Loja B, PosicaoEsteiraLoja=0
ID=111, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=29, Loja=Loja B, PosicaoEsteiraLoja=0
ID=113, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=32, Loja=Loja B, PosicaoEsteiraLoja=0
ID=115, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=34, Loja=Loja B, PosicaoEsteiraLoja=0
ID=117, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=36, Loja=Loja B, PosicaoEsteiraLoja=0
ID=119, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=38, Loja=Loja B, PosicaoEsteiraLoja=0
ID=124, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=3, Loja=Loja B, PosicaoEsteiraLoja=0
ID=128, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=7, Loja=Loja B, PosicaoEsteiraLoja=0
ID=133, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=12, Loja=Loja B, PosicaoEsteiraLoja=0
ID=135, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=14, Loja=Loja B, PosicaoEsteiraLoja=0
ID=139, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=18, Loja=Loja B, PosicaoEsteiraLoja=0
ID=140, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=19, Loja=Loja B, PosicaoEsteiraLoja=0
ID=144, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=23, Loja=Loja B, PosicaoEsteiraLoja=0
ID=146, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=25, Loja=Loja B, PosicaoEsteiraLoja=0
ID=148, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=27, Loja=Loja B, PosicaoEsteiraLoja=0
ID=150, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=29, Loja=Loja B, PosicaoEsteiraLoja=0
ID=152, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=31, Loja=Loja B, PosicaoEsteiraLoja=0
ID=154, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=33, Loja=Loja B, PosicaoEsteiraLoja=0
ID=156, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=35, Loja=Loja B, PosicaoEsteiraLoja=0
ID=158, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=37, Loja=Loja B, PosicaoEsteiraLoja=0
ID=160, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=39, Loja=Loja B, PosicaoEsteiraLoja=0
ID=162, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=1, Loja=Loja B, PosicaoEsteiraLoja=0
ID=168, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=7, Loja=Loja B, PosicaoEsteiraLoja=0
